
     **********************************************************
                                 ¸÷²ã¸÷ËþµÄ¹æ¶¨Ë®Æ½Á¦
     **********************************************************

  ²ãºÅ   ËþºÅ        XÏò(KN)         YÏò(KN)
   54     1            78.4            97.2
   53     1           913.1          1174.2
   52     1          1149.3          1264.1
   51     1          1253.3          1374.5
   50     1           727.0           756.3
   49     1           622.2           593.8
   48     1           550.8           477.2
   47     1           482.7           388.1
   46     1           456.8           362.1
   45     1           594.0           504.0
   44     1           544.8           508.5
   43     1           474.5           468.2
   42     1           437.9           437.2
   41     1           439.9           429.0
   40     1           415.6           384.5
   39     1           414.3           360.3
   38     1           392.3           322.8
   37     1           393.6           315.1
   36     1           490.6           403.5
   35     1           447.2           392.3
   34     1           366.0           344.3
   33     1           342.1           337.4
   32     1           329.8           331.2
   31     1           310.4           306.0
   30     1           306.0           286.1
   29     1           316.1           275.7
   28     1           316.9           260.8
   27     1           307.6           245.8
   26     1           302.0           244.3
   25     1           285.9           243.2
   24     1           274.9           251.4
   23     1           285.8           282.3
   22     1           331.2           351.2
   21     1           249.5           268.1
   20     1           247.1           256.8
   19     1           234.9           229.5
   18     1           229.9           209.6
   17     1           224.8           194.6
   16     1           213.7           184.2
   15     1           198.3           180.6
   14     1           188.4           191.2
   13     1           179.5           207.5
   12     1           179.4           232.1
   11     1           189.1           263.0
   10     1           248.7           355.8
    9     1           689.7           915.0
    8     1           364.0           456.8
    7     1           261.2           316.5
    6     1           100.4           118.0
    5     1             0.0             0.0
    4     1             0.0             0.0
    3     1             0.0             0.0
    2     1             0.0             0.0
    1     1             0.0             0.0

     **********************************************************
              ¹æ¶¨Ë®Æ½Á¦ÏÂ¿ò¼ÜÖù¡¢¶ÌÖ«Ç½µØÕðÇã¸²Á¦¾Ø
     **********************************************************

  ²ãºÅ   ËþºÅ         ¿ò¼ÜÖù     ¶ÌÖ«Ç½       ÆÕÍ¨Ç½       Ð±³Å       ºÏ¼Æ
   16     1    Y   1203951.3        0.0     736145.1        0.0  1940096.4
   15     1    Y   1236289.0        0.0     783135.4        0.0  2019424.4
   14     1    Y   1267673.5        0.0     831463.9        0.0  2099137.5
   13     1    Y   1297966.1        0.0     882093.9        0.0  2180060.0
   12     1    Y   1326925.6        0.0     934527.9        0.0  2261453.5
   11     1    Y   1354807.0        0.0     989644.6        0.0  2344451.5
   10     1    Y   1382271.6        0.0    1080278.4        0.0  2462550.0
    9     1    Y   1419757.8        0.0    1160158.4        0.0  2579916.0
    8     1    Y   1446729.8        0.0    1251748.0        0.0  2698477.8
    7     1    Y   1469880.3        0.0    1348281.4        0.0  2818161.5
    6     1    Y   1494746.6        0.0    1442046.0        0.0  2936792.5
    5     1    Y    621480.7        0.0    1807865.8        0.0  2429346.5
    4     1    Y    731119.4        0.0    1373217.0        0.0  2104336.5
    3     1    Y    736816.4        0.0    1264097.0        0.0  2000913.5
    2     1    Y    746669.7        0.0    1200991.6        0.0  1947661.3
    1     1    Y    749166.3        0.0    1179977.3        0.0  1929143.5

     **********************************************************
          ¹æ¶¨Ë®Æ½Á¦ÏÂ¿ò¼ÜÖù¡¢¶ÌÖ«Ç½µØÕðÇã¸²Á¦¾Ø°Ù·Ö±È£¨ÖáÁ¦·½Ê½£©
     **********************************************************

  ²ãºÅ   ËþºÅ           ¿ò¼ÜÖù     ¶ÌÖ«Ç½
   54     1    X          16.6        1.5
   53     1    X          58.5        0.0
   52     1    X          62.0        0.0
   51     1    X          73.8        0.0
   50     1    X          80.1        0.0
   49     1    X          79.5        0.0
   48     1    X          75.8        0.0
   47     1    X          74.2        0.0
   46     1    X          70.6        0.0
   45     1    X          69.7        0.0
   44     1    X          69.3        0.0
   43     1    X          68.8        0.0
   42     1    X          67.4        0.0
   41     1    X          66.7        0.0
   40     1    X          66.2        0.0
   39     1    X          64.8        0.0
   38     1    X          64.3        0.0
   37     1    X          62.9        0.0
   36     1    X          62.1        0.0
   35     1    X          62.3        0.0
   34     1    X          61.7        0.0
   33     1    X          61.5        0.0
   32     1    X          60.7        0.0
   31     1    X          60.4        0.0
   30     1    X          59.6        0.0
   29     1    X          59.3        0.0
   28     1    X          58.5        0.0
   27     1    X          58.2        0.0
   26     1    X          57.4        0.0
   25     1    X          57.1        0.0
   24     1    X          56.3        0.0
   23     1    X          55.8        0.0
   22     1    X          55.7        0.0
   21     1    X          55.5        0.0
   20     1    X          55.0        0.0
   19     1    X          54.7        0.0
   18     1    X          54.2        0.0
   17     1    X          53.7        0.0
   16     1    X          52.9        0.0
   15     1    X          52.4        0.0
   14     1    X          51.6        0.0
   13     1    X          51.1        0.0
   12     1    X          50.3        0.0
   11     1    X          49.8        0.0
   10     1    X          48.8        0.0
    9     1    X          48.3        0.0
    8     1    X          47.4        0.0
    7     1    X          46.5        0.0
    6     1    X          45.5        0.0
    5     1    X          24.2        0.0
    4     1    X          24.9        0.0
    3     1    X          25.0        0.0
    2     1    X          25.2        0.0
    1     1    X          25.3        0.0

   54     1    Y          33.4        2.1
   53     1    Y          47.5        0.0
   52     1    Y          45.3        0.0
   51     1    Y          78.8        0.0
   50     1    Y          87.4        0.0
   49     1    Y          88.6        0.0
   48     1    Y          87.6        0.0
   47     1    Y          86.3        0.0
   46     1    Y          84.2        0.0
   45     1    Y          82.7        0.0
   44     1    Y          81.9        0.0
   43     1    Y          82.4        0.0
   42     1    Y          80.4        0.0
   41     1    Y          80.1        0.0
   40     1    Y          79.0        0.0
   39     1    Y          78.1        0.0
   38     1    Y          77.0        0.0
   37     1    Y          76.3        0.0
   36     1    Y          74.5        0.0
   35     1    Y          74.2        0.0
   34     1    Y          73.8        0.0
   33     1    Y          73.2        0.0
   32     1    Y          72.7        0.0
   31     1    Y          72.0        0.0
   30     1    Y          71.4        0.0
   29     1    Y          70.9        0.0
   28     1    Y          70.5        0.0
   27     1    Y          70.0        0.0
   26     1    Y          69.5        0.0
   25     1    Y          69.0        0.0
   24     1    Y          68.5        0.0
   23     1    Y          67.2        0.0
   22     1    Y          66.6        0.0
   21     1    Y          65.9        0.0
   20     1    Y          65.2        0.0
   19     1    Y          64.5        0.0
   18     1    Y          63.8        0.0
   17     1    Y          62.9        0.0
   16     1    Y          62.1        0.0
   15     1    Y          61.2        0.0
   14     1    Y          60.4        0.0
   13     1    Y          59.5        0.0
   12     1    Y          58.7        0.0
   11     1    Y          57.8        0.0
   10     1    Y          56.1        0.0
    9     1    Y          55.0        0.0
    8     1    Y          53.6        0.0
    7     1    Y          52.2        0.0
    6     1    Y          50.9        0.0
    5     1    Y          25.6        0.0
    4     1    Y          34.7        0.0
    3     1    Y          36.8        0.0
    2     1    Y          38.3        0.0
    1     1    Y          38.8        0.0

     **********************************************************
              ¹æ¶¨Ë®Æ½Á¦ÏÂ¿ò¼ÜÖù¡¢¶ÌÖ«Ç½µØÕðÇã¸²Á¦¾Ø£¨¸Ä½øÖáÁ¦·½Ê½£©
     **********************************************************

  ²ãºÅ   ËþºÅ         ¿ò¼ÜÖù     ¶ÌÖ«Ç½       ÆÕÍ¨Ç½       Ð±³Å       ºÏ¼Æ
   54     1    X        53.2        1.6        262.2        0.0      317.0
   53     1    X      3523.7        0.0       2349.0        0.0     5872.7
   52     1    X     10210.2        0.0       5430.7        0.0    15640.9
   51     1    X     23010.6        0.0       8139.8        0.0    31150.4
   50     1    X     40250.4        0.0       9762.3        0.0    50012.7
   49     1    X     57440.2        0.0      14315.2        0.0    71755.4
   48     1    X     73232.8        0.0      22815.3        0.0    96048.1
   47     1    X     91689.0        0.0      30924.8        0.0   122613.8
   46     1    X    107535.0        0.0      43760.4        0.0   151295.4
   45     1    X    131321.9        0.0      55678.3        0.0   187000.2
   44     1    X    154155.1        0.0      67026.6        0.0   221181.7
   43     1    X    177766.6        0.0      79766.6        0.0   257533.2
   42     1    X    199648.2        0.0      96325.2        0.0   295973.4
   41     1    X    224596.0        0.0     111887.4        0.0   336483.5
   40     1    X    251176.3        0.0     127937.0        0.0   379113.3
   39     1    X    274873.8        0.0     148758.0        0.0   423631.8
   38     1    X    302703.4        0.0     167431.7        0.0   470135.1
   37     1    X    326750.0        0.0     191659.8        0.0   518409.8
   36     1    X    358558.2        0.0     217477.1        0.0   576035.3
   35     1    X    392454.3        0.0     236689.7        0.0   629144.0
   34     1    X    422351.4        0.0     261625.0        0.0   683976.3
   33     1    X    455486.2        0.0     285047.4        0.0   740533.6
   32     1    X    484926.4        0.0     313526.7        0.0   798453.1
   31     1    X    518564.2        0.0     339539.8        0.0   858104.0
   30     1    X    547936.1        0.0     370467.6        0.0   918403.6
   29     1    X    582777.1        0.0     399158.2        0.0   981935.3
   28     1    X    613411.8        0.0     432985.5        0.0  1046397.3
   27     1    X    648891.5        0.0     463605.0        0.0  1112496.5
   26     1    X    679283.8        0.0     500635.3        0.0  1179919.0
   25     1    X    714905.7        0.0     533983.0        0.0  1248888.8
   24     1    X    744285.9        0.0     574812.1        0.0  1319098.0
   23     1    X    784125.9        0.0     616103.8        0.0  1400229.8
   22     1    X    823238.1        0.0     650484.8        0.0  1473722.8
   21     1    X    861606.1        0.0     686751.9        0.0  1548358.0
   20     1    X    895922.8        0.0     727967.3        0.0  1623890.1
   19     1    X    933889.1        0.0     766957.0        0.0  1700846.0
   18     1    X    966770.1        0.0     810474.3        0.0  1777244.3
   17     1    X   1000319.4        0.0     857645.3        0.0  1857964.8
   16     1    X   1028353.0        0.0     909914.9        0.0  1938268.0
   15     1    X   1061672.8        0.0     958200.5        0.0  2019873.3
   14     1    X   1088636.5        0.0    1013312.7        0.0  2101949.3
   13     1    X   1120794.3        0.0    1064406.5        0.0  2185200.8
   12     1    X   1146262.3        0.0    1122736.8        0.0  2268999.0
   11     1    X   1176530.3        0.0    1177246.6        0.0  2353777.0
   10     1    X   1212416.6        0.0    1261456.0        0.0  2473872.5
    9     1    X   1257906.8        0.0    1334618.4        0.0  2592525.0
    8     1    X   1292000.6        0.0    1420037.6        0.0  2712038.3
    7     1    X   1324448.9        0.0    1508080.8        0.0  2832529.5
    6     1    X   1348221.5        0.0    1602814.0        0.0  2951035.5
    5     1    X    737406.7        0.0    2007125.9        0.0  2744532.5
    4     1    X    761735.0        0.0    1932091.4        0.0  2693826.5
    3     1    X    762939.9        0.0    1920722.1        0.0  2683662.0
    2     1    X    765251.8        0.0    1914869.5        0.0  2680121.3
    1     1    X    766338.9        0.0    1912473.1        0.0  2678812.0

   54     1    Y       147.1        9.5        238.5        0.0      395.1
   53     1    Y      3796.1        0.0       3756.7        0.0     7552.9
   52     1    Y      9159.7        0.0      10026.8        0.0    19186.5
   51     1    Y     29365.4        0.0       7808.2        0.0    37173.6
   50     1    Y     51412.5        0.0       7278.4        0.0    58690.9
   49     1    Y     73674.4        0.0       9324.9        0.0    82999.3
   48     1    Y     96152.0        0.0      13401.2        0.0   109553.3
   47     1    Y    119436.1        0.0      18566.2        0.0   138002.3
   46     1    Y    142024.5        0.0      26134.9        0.0   168159.5
   45     1    Y    170295.3        0.0      34875.6        0.0   205170.9
   44     1    Y    197564.6        0.0      42833.6        0.0   240398.1
   43     1    Y    229556.3        0.0      48246.1        0.0   277802.4
   42     1    Y    255932.4        0.0      61397.3        0.0   317329.7
   41     1    Y    288506.1        0.0      70405.4        0.0   358911.5
   40     1    Y    319014.5        0.0      83523.9        0.0   402538.4
   39     1    Y    350910.4        0.0      96894.8        0.0   447805.2
   38     1    Y    382230.1        0.0     112585.8        0.0   494815.9
   37     1    Y    415464.8        0.0     127755.7        0.0   543220.4
   36     1    Y    447813.4        0.0     152932.1        0.0   600745.5
   35     1    Y    485644.8        0.0     167859.5        0.0   653504.4
   34     1    Y    522748.6        0.0     185139.2        0.0   707887.8
   33     1    Y    560177.3        0.0     203862.7        0.0   764040.0
   32     1    Y    597680.5        0.0     223869.3        0.0   821549.9
   31     1    Y    635397.4        0.0     245433.9        0.0   880831.3
   30     1    Y    672942.4        0.0     268260.2        0.0   941202.6
   29     1    Y    712560.8        0.0     291316.3        0.0  1003877.0
   28     1    Y    753558.5        0.0     314102.8        0.0  1067661.3
   27     1    Y    794368.6        0.0     338488.5        0.0  1132857.0
   26     1    Y    834912.3        0.0     364149.1        0.0  1199061.5
   25     1    Y    875238.1        0.0     391391.4        0.0  1266629.5
   24     1    Y    916062.5        0.0     419115.6        0.0  1335178.0
   23     1    Y    951333.4        0.0     463299.3        0.0  1414632.8
   22     1    Y    990753.9        0.0     495571.1        0.0  1486325.0
   21     1    Y   1029095.4        0.0     530162.9        0.0  1559258.4
   20     1    Y   1066523.9        0.0     566586.4        0.0  1633110.3
   19     1    Y   1103756.6        0.0     604588.1        0.0  1708344.8
   18     1    Y   1139607.5        0.0     644475.8        0.0  1784083.3
   17     1    Y   1172031.9        0.0     689887.0        0.0  1861918.9
   16     1    Y   1205720.3        0.0     734355.8        0.0  1940076.0
   15     1    Y   1238138.0        0.0     781264.4        0.0  2019402.5
   14     1    Y   1269711.4        0.0     829401.8        0.0  2099113.0
   13     1    Y   1300087.6        0.0     879946.0        0.0  2180033.5
   12     1    Y   1329229.9        0.0     932192.7        0.0  2261422.5
   11     1    Y   1357176.9        0.0     987237.5        0.0  2344414.5
   10     1    Y   1384141.8        0.0    1078385.3        0.0  2462527.0
    9     1    Y   1422367.8        0.0    1157516.1        0.0  2579884.0
    8     1    Y   1449663.4        0.0    1248776.0        0.0  2698439.5
    7     1    Y   1472913.9        0.0    1345199.0        0.0  2818113.0
    6     1    Y   1500099.0        0.0    1436655.1        0.0  2936754.0
    5     1    Y    792451.6        0.0    1638337.4        0.0  2430789.0
    4     1    Y    988936.1        0.0    1119615.3        0.0  2108551.3
    3     1    Y    992802.9        0.0    1008002.4        0.0  2000805.4
    2     1    Y   1001341.0        0.0     946207.8        0.0  1947548.8
    1     1    Y   1010846.7        0.0     923744.2        0.0  1934590.9

     **********************************************************
          ¹æ¶¨Ë®Æ½Á¦ÏÂ¿ò¼ÜÖù¡¢¶ÌÖ«Ç½µØÕðÇã¸²Á¦¾Ø°Ù·Ö±È£¨¸Ä½øÖáÁ¦·½Ê½£©
     **********************************************************

  ²ãºÅ   ËþºÅ           ¿ò¼ÜÖù     ¶ÌÖ«Ç½
   54     1    X          16.8        0.5
   53     1    X          60.0        0.0
   52     1    X          65.3        0.0
   51     1    X          73.9        0.0
   50     1    X          80.5        0.0
   49     1    X          80.1        0.0
   48     1    X          76.2        0.0
   47     1    X          74.8        0.0
   46     1    X          71.1        0.0
   45     1    X          70.2        0.0
   44     1    X          69.7        0.0
   43     1    X          69.0        0.0
   42     1    X          67.5        0.0
   41     1    X          66.7        0.0
   40     1    X          66.3        0.0
   39     1    X          64.9        0.0
   38     1    X          64.4        0.0
   37     1    X          63.0        0.0
   36     1    X          62.2        0.0
   35     1    X          62.4        0.0
   34     1    X          61.7        0.0
   33     1    X          61.5        0.0
   32     1    X          60.7        0.0
   31     1    X          60.4        0.0
   30     1    X          59.7        0.0
   29     1    X          59.3        0.0
   28     1    X          58.6        0.0
   27     1    X          58.3        0.0
   26     1    X          57.6        0.0
   25     1    X          57.2        0.0
   24     1    X          56.4        0.0
   23     1    X          56.0        0.0
   22     1    X          55.9        0.0
   21     1    X          55.6        0.0
   20     1    X          55.2        0.0
   19     1    X          54.9        0.0
   18     1    X          54.4        0.0
   17     1    X          53.8        0.0
   16     1    X          53.1        0.0
   15     1    X          52.6        0.0
   14     1    X          51.8        0.0
   13     1    X          51.3        0.0
   12     1    X          50.5        0.0
   11     1    X          50.0        0.0
   10     1    X          49.0        0.0
    9     1    X          48.5        0.0
    8     1    X          47.6        0.0
    7     1    X          46.8        0.0
    6     1    X          45.7        0.0
    5     1    X          26.9        0.0
    4     1    X          28.3        0.0
    3     1    X          28.4        0.0
    2     1    X          28.6        0.0
    1     1    X          28.6        0.0

   54     1    Y          37.2        2.4
   53     1    Y          50.3        0.0
   52     1    Y          47.7        0.0
   51     1    Y          79.0        0.0
   50     1    Y          87.6        0.0
   49     1    Y          88.8        0.0
   48     1    Y          87.8        0.0
   47     1    Y          86.5        0.0
   46     1    Y          84.5        0.0
   45     1    Y          83.0        0.0
   44     1    Y          82.2        0.0
   43     1    Y          82.6        0.0
   42     1    Y          80.7        0.0
   41     1    Y          80.4        0.0
   40     1    Y          79.3        0.0
   39     1    Y          78.4        0.0
   38     1    Y          77.2        0.0
   37     1    Y          76.5        0.0
   36     1    Y          74.5        0.0
   35     1    Y          74.3        0.0
   34     1    Y          73.8        0.0
   33     1    Y          73.3        0.0
   32     1    Y          72.8        0.0
   31     1    Y          72.1        0.0
   30     1    Y          71.5        0.0
   29     1    Y          71.0        0.0
   28     1    Y          70.6        0.0
   27     1    Y          70.1        0.0
   26     1    Y          69.6        0.0
   25     1    Y          69.1        0.0
   24     1    Y          68.6        0.0
   23     1    Y          67.2        0.0
   22     1    Y          66.7        0.0
   21     1    Y          66.0        0.0
   20     1    Y          65.3        0.0
   19     1    Y          64.6        0.0
   18     1    Y          63.9        0.0
   17     1    Y          62.9        0.0
   16     1    Y          62.1        0.0
   15     1    Y          61.3        0.0
   14     1    Y          60.5        0.0
   13     1    Y          59.6        0.0
   12     1    Y          58.8        0.0
   11     1    Y          57.9        0.0
   10     1    Y          56.2        0.0
    9     1    Y          55.1        0.0
    8     1    Y          53.7        0.0
    7     1    Y          52.3        0.0
    6     1    Y          51.1        0.0
    5     1    Y          32.6        0.0
    4     1    Y          46.9        0.0
    3     1    Y          49.6        0.0
    2     1    Y          51.4        0.0
    1     1    Y          52.3        0.0

     **********************************************************
                      ¿ò¼ÜÖùµØÕð¼ôÁ¦°Ù·Ö±È
     **********************************************************

  ²ãºÅ   ËþºÅ           Öù¼ôÁ¦       Ç½¼ôÁ¦       ×Ü¼ôÁ¦      Öù¼ôÁ¦°Ù·Ö±È      Öù¼ôÁ¦Óë·Ö¶Î»ùµ×¼ôÁ¦°Ù·Ö±È
   54     1    X          36.9         42.0         78.4         47.09%             0.21%
   53     1    X         545.8        531.9        991.5         55.05%             3.04%
   52     1    X         897.8       1788.6       2140.8         41.94%             5.01%
   51     1    X        1134.9       2411.3       3394.1         33.44%             6.33%
   50     1    X        1137.2       3133.2       4121.1         27.59%             6.34%
   49     1    X        1165.2       3716.2       4743.3         24.56%             6.50%
   48     1    X        1242.4       4192.7       5294.1         23.47%             6.93%
   47     1    X        1325.3       4605.3       5776.8         22.94%             7.39%
   46     1    X        1191.2       5192.8       6233.7         19.11%             6.64%
   45     1    X        1733.5       5287.2       6827.7         25.39%             9.66%
   44     1    X        1483.5       6103.3       7372.5         20.12%             8.27%
   43     1    X        2217.8       5872.8       7846.9         28.26%            12.36%
   42     1    X        1421.1       7112.5       8284.8         17.15%             7.92%
   41     1    X        2228.5       6773.0       8724.7         25.54%            12.42%
   40     1    X        1980.1       7483.3       9140.3         21.66%            11.04%
   39     1    X        2112.5       7769.9       9554.6         22.11%            11.78%
   38     1    X        2128.1       8191.3       9946.9         21.39%            11.86%
   37     1    X        2133.9       8578.9      10340.5         20.64%            11.90%
   36     1    X        2227.9       9056.1      10831.1         20.57%            12.42%
   35     1    X        2591.6       9190.0      11278.3         22.98%            14.45%
   34     1    X        2599.3       9560.0      11644.3         22.32%            14.49%
   33     1    X        2586.6       9957.9      11986.5         21.58%            14.42%
   32     1    X        2631.8      10222.9      12316.3         21.37%            14.67%
   31     1    X        2629.2      10599.1      12626.6         20.82%            14.66%
   30     1    X        2630.6      10849.0      12932.6         20.34%            14.67%
   29     1    X        2610.0      11370.1      13248.8         19.70%            14.55%
   28     1    X        2650.6      11636.8      13565.7         19.54%            14.78%
   27     1    X        2653.0      12000.5      13873.3         19.12%            14.79%
   26     1    X        2647.4      12296.2      14175.3         18.68%            14.76%
   25     1    X        2715.1      12574.0      14461.2         18.77%            15.14%
   24     1    X        2462.8      13088.4      14736.1         16.71%            13.73%
   23     1    X        3000.8      12918.7      15021.9         19.98%            16.73%
   22     1    X        2823.0      13452.5      15353.1         18.39%            15.74%
   21     1    X        2917.2      13624.7      15602.6         18.70%            16.26%
   20     1    X        2857.1      13887.4      15849.8         18.03%            15.93%
   19     1    X        2940.2      14109.1      16084.6         18.28%            16.39%
   18     1    X        2690.5      14489.7      16314.5         16.49%            15.00%
   17     1    X        2364.3      15277.0      16539.2         14.30%            13.18%
   16     1    X        2447.2      15348.0      16753.0         14.61%            13.64%
   15     1    X        2419.5      15650.2      16951.3         14.27%            13.49%
   14     1    X        2376.7      15812.2      17139.7         13.87%            13.25%
   13     1    X        2391.7      16040.7      17319.2         13.81%            13.33%
   12     1    X        2270.5      16252.1      17498.6         12.98%            12.66%
   11     1    X        2252.0      16554.9      17687.7         12.73%            12.56%
   10     1    X        2712.0      16395.2      17936.4         15.12%            15.12%
    9     1    X        4283.7      15267.7      18626.1         23.00%            22.14%
    8     1    X        3013.6      16829.6      18990.1         15.87%            15.57%
    7     1    X        2941.0      17041.9      19251.3         15.28%            15.20%
    6     1    X        3278.9      16455.8      19351.8         16.94%            16.94%
    5     1    X         886.0      28802.0      17347.5          5.11%             0.00%
    4     1    X         328.0       6519.2      17347.5          1.89%             0.00%
    3     1    X          76.9       2299.6      17347.5          0.44%             0.00%
    2     1    X         101.3        918.3      17347.5          0.58%             0.00%
    1     1    X          21.0        172.2      17347.5          0.12%             0.00%

   54     1    Y          32.3         65.9         97.2         33.24%             0.18%
   53     1    Y         848.8        631.9       1271.4         66.76%             4.84%
   52     1    Y        1351.0       2484.4       2535.5         53.28%             7.70%
   51     1    Y        1693.9       2658.4       3910.0         43.32%             9.65%
   50     1    Y        1620.6       3417.9       4666.3         34.73%             9.24%
   49     1    Y        1690.6       3907.7       5260.1         32.14%             9.64%
   48     1    Y        1741.1       4303.5       5737.3         30.35%             9.92%
   47     1    Y        1815.1       4617.4       6125.4         29.63%            10.35%
   46     1    Y        1699.5       5048.3       6487.5         26.20%             9.69%
   45     1    Y        2160.0       5176.3       6991.4         30.89%            12.31%
   44     1    Y        2016.1       5831.5       7499.9         26.88%            11.49%
   43     1    Y        2975.8       5425.0       7968.1         37.35%            16.96%
   42     1    Y        1849.2       6941.3       8405.3         22.00%            10.54%
   41     1    Y        2976.4       6311.8       8834.2         33.69%            16.96%
   40     1    Y        2520.4       7199.1       9218.7         27.34%            14.36%
   39     1    Y        2709.1       7366.7       9579.0         28.28%            15.44%
   38     1    Y        2665.7       7779.9       9901.8         26.92%            15.19%
   37     1    Y        2950.9       7808.6      10216.9         28.88%            16.82%
   36     1    Y        2651.7       8597.3      10620.4         24.97%            15.11%
   35     1    Y        3150.5       8553.7      11012.8         28.61%            17.96%
   34     1    Y        3123.2       8934.5      11357.1         27.50%            17.80%
   33     1    Y        3167.7       9275.8      11694.5         27.09%            18.05%
   32     1    Y        3187.0       9566.3      12025.7         26.50%            18.16%
   31     1    Y        3208.5       9922.9      12331.7         26.02%            18.29%
   30     1    Y        3231.5      10146.5      12617.8         25.61%            18.42%
   29     1    Y        3320.3      10538.6      12893.6         25.75%            18.92%
   28     1    Y        3378.6      10728.2      13154.3         25.68%            19.26%
   27     1    Y        3363.7      11041.6      13400.1         25.10%            19.17%
   26     1    Y        3357.2      11272.8      13644.3         24.61%            19.13%
   25     1    Y        3330.2      11590.5      13887.5         23.98%            18.98%
   24     1    Y        3531.9      11607.0      14138.9         24.98%            20.13%
   23     1    Y        2582.3      12888.5      14421.2         17.91%            14.72%
   22     1    Y        3270.2      12572.8      14772.4         22.14%            18.64%
   21     1    Y        3195.1      12925.8      15040.5         21.24%            18.21%
   20     1    Y        3104.0      13215.0      15297.3         20.29%            17.69%
   19     1    Y        3135.0      13477.9      15526.8         20.19%            17.87%
   18     1    Y        2968.6      13764.2      15736.4         18.86%            16.92%
   17     1    Y        2680.0      14448.6      15931.0         16.82%            15.27%
   16     1    Y        2828.5      14419.3      16115.2         17.55%            16.12%
   15     1    Y        2729.0      14755.5      16295.8         16.75%            15.55%
   14     1    Y        2653.1      14936.3      16487.0         16.09%            15.12%
   13     1    Y        2581.3      15256.0      16694.5         15.46%            14.71%
   12     1    Y        2480.8      15483.3      16926.6         14.66%            14.14%
   11     1    Y        2442.8      15848.3      17189.7         14.21%            13.92%
   10     1    Y        1956.2      16652.3      17545.5         11.15%            11.15%
    9     1    Y        3527.0      15814.7      18460.5         19.11%            18.23%
    8     1    Y        2279.0      17381.3      18917.3         12.05%            11.78%
    7     1    Y        2065.3      17801.3      19233.8         10.74%            10.67%
    6     1    Y        3222.3      16586.1      19351.8         16.65%            16.65%
    5     1    Y        1131.8      64109.5      16638.0          6.80%             0.00%
    4     1    Y         190.1      36956.2      16638.0          1.14%             0.00%
    3     1    Y          93.3      20839.6      16638.0          0.56%             0.00%
    2     1    Y          41.0      11411.0      16638.0          0.25%             0.00%
    1     1    Y          19.6       3778.8      16638.0          0.12%             0.00%

     **********************************************************
                       ¿ò¼ÜÖù·çÇã¸²Á¦¾Ø°Ù·Ö±È
     **********************************************************

  ²ãºÅ   ËþºÅ           ÖùÁ¦¾Ø     ×ÜÁ¦¾Ø     ÖùÁ¦¾Ø°Ù·Ö±È
   54     1    X         -95.8     -340.8        28.10%
   53     1    X        -219.5    -1136.2        19.32%
   52     1    X       -3251.0    -4156.3        78.22%
   51     1    X       -6695.2    -9417.4        71.09%
   50     1    X      -10247.1   -16823.8        60.91%
   49     1    X      -13804.5   -26429.5        52.23%
   48     1    X      -17610.1   -38147.2        46.16%
   47     1    X      -21697.0   -52080.3        41.66%
   46     1    X      -25407.9   -68167.2        37.27%
   45     1    X      -31634.8   -89315.4        35.42%
   44     1    X      -36367.9  -110412.6        32.94%
   43     1    X      -43515.6  -133779.5        32.53%
   42     1    X      -48142.4  -159429.4        30.20%
   41     1    X      -55423.8  -187242.0        29.60%
   40     1    X      -61961.0  -217383.0        28.50%
   39     1    X      -68999.3  -249639.9        27.64%
   38     1    X      -76116.5  -284201.1        26.78%
   37     1    X      -83415.9  -320818.1        26.00%
   36     1    X      -92178.2  -365255.5        25.24%
   35     1    X     -101009.0  -406641.8        24.84%
   34     1    X     -109949.2  -450000.2        24.43%
   33     1    X     -118878.1  -495440.4        23.99%
   32     1    X     -128045.2  -542680.9        23.59%
   31     1    X     -137233.5  -592031.1        23.18%
   30     1    X     -146603.4  -643045.3        22.80%
   29     1    X     -155822.9  -696581.5        22.37%
   28     1    X     -165332.3  -751935.6        21.99%
   27     1    X     -174863.7  -809321.3        21.61%
   26     1    X     -184439.8  -868465.8        21.24%
   25     1    X     -194292.8  -929589.4        20.90%
   24     1    X     -203175.6  -992383.4        20.47%
   23     1    X     -215817.5 -1066077.8        20.24%
   22     1    X     -225946.2 -1132837.1        19.95%
   21     1    X     -236613.5 -1201276.5        19.70%
   20     1    X     -247039.8 -1271123.3        19.43%
   19     1    X     -257840.7 -1342740.1        19.20%
   18     1    X     -267637.7 -1415467.5        18.91%
   17     1    X     -276314.8 -1490533.5        18.54%
   16     1    X     -285283.4 -1566812.4        18.21%
   15     1    X     -294141.2 -1644750.0        17.88%
   14     1    X     -302853.9 -1723784.5        17.57%
   13     1    X     -311654.3 -1804352.5        17.27%
   12     1    X     -320029.8 -1885852.1        16.97%
   11     1    X     -327967.9 -1968872.6        16.66%
   10     1    X     -342015.1 -2087568.3        16.38%
    9     1    X     -360721.4 -2200953.5        16.39%
    8     1    X     -373613.1 -2314954.3        16.14%
    7     1    X     -387192.7 -2428589.5        15.94%
    6     1    X     -402934.6 -2539649.0        15.87%
    5     1    X     -398557.9 -2355149.3        16.92%
    4     1    X     -400792.6 -2299570.5        17.43%
    3     1    X     -401159.4 -2289263.0        17.52%
    2     1    X     -401609.7 -2285414.5        17.57%
    1     1    X     -401717.1 -2284800.0        17.58%

   54     1    Y         309.0     1590.3        19.43%
   53     1    Y         842.6     5246.9        16.06%
