
     **********************************************************
                                 ¸÷²ã¸÷ËþµÄ¹æ¶¨Ë®Æ½Á¦
     **********************************************************

  ²ãºÅ   ËþºÅ        XÏò(KN)         YÏò(KN)
   46     1          1243.2          1233.8
   45     1           505.4           606.3
   44     1          1015.9          1200.4
   43     1           640.6           748.8
   42     1           541.1           613.4
   41     1           489.5           505.0
   40     1           475.4           430.9
   39     1           474.0           390.3
   38     1           465.9           376.1
   37     1           470.9           396.3
   36     1           454.4           403.2
   35     1           436.2           402.2
   34     1           513.3           479.9
   33     1           626.7           580.7
   32     1           581.6           524.3
   31     1           394.1           352.4
   30     1           361.3           323.8
   29     1           346.9           314.4
   28     1           329.9           303.7
   27     1           313.3           291.7
   26     1           300.1           279.7
   25     1           291.8           269.5
   24     1           287.0           262.1
   23     1           347.8           317.5
   22     1           417.1           387.9
   21     1           379.2           358.7
   20     1           262.3           245.7
   19     1           245.8           226.8
   18     1           237.4           218.8
   17     1           224.2           212.3
   16     1           208.5           207.9
   15     1           194.3           205.0
   14     1           184.8           201.8
   13     1           179.8           196.0
   12     1           217.5           230.6
   11     1           168.0           177.0
   10     1           147.5           162.3
    9     1           132.9           163.0
    8     1           125.8           175.9
    7     1           217.7           322.0
    6     1           242.5           346.0
    5     1           188.2           235.8
    4     1           587.9           587.9
    3     1             0.0             0.0
    2     1             0.0             0.0
    1     1             0.0             0.0

     **********************************************************
              ¹æ¶¨Ë®Æ½Á¦ÏÂ¿ò¼ÜÖù¡¢¶ÌÖ«Ç½µØÕðÇã¸²Á¦¾Ø
     **********************************************************

  ²ãºÅ   ËþºÅ         ¿ò¼ÜÖù     ¶ÌÖ«Ç½       ÆÕÍ¨Ç½       Ð±³Å       ºÏ¼Æ
    8     1        185.6      16355.7     1759479.4
    7     1        342.8      16698.5     1909765.6
    6     1        141.0      16839.5     1985543.4
    5     1        124.4      16963.9     2061880.9
    4     1        319.1      17283.0     2277918.5
    3     1          0.0      17283.0     2393714.8
    2     1          0.0      17283.0     2461118.5
    1     1          0.0      17283.0     2528522.3

   +WY
   46     1        644.4        644.4        2384.5
   45     1        782.7       1427.1        8877.8
   44     1        711.3       2138.4       17859.2
   43     1        701.1       2839.6       29785.3
   42     1        691.0       3530.5       44613.5
   41     1        680.8       4211.3       62301.0
   40     1        670.7       4882.0       82805.6
   39     1        660.6       5542.7      106084.9
   38     1        650.6       6193.3      132096.7
   37     1        640.5       6833.8      160798.8
   36     1        630.5       7464.3      192149.0
   35     1        620.5       8084.8      226105.2
   34     1        872.0       8956.9      279846.3
   33     1       1192.1      10149.0      365097.9
   32     1        575.9      10724.9      410142.5
   31     1        565.8      11290.7      457563.3
   30     1        555.6      11846.3      507317.7
   29     1        545.4      12391.6      559362.5
   28     1        535.1      12926.7      613654.8
   27     1        524.8      13451.5      670151.0
   26     1        514.3      13965.8      728807.5
   25     1        503.9      14469.7      789580.2
   24     1        493.3      14963.0      852424.6
   23     1        689.4      15652.4      946339.0
   22     1        934.3      16586.7     1085667.1
   21     1        445.1      17031.7     1157200.4
   20     1        433.8      17465.5     1230555.6
   19     1        422.3      17887.9     1305684.6
   18     1        410.7      18298.6     1382538.6
   17     1        398.8      18697.4     1461067.8
   16     1        386.8      19084.2     1541221.3
   15     1        374.4      19458.6     1622947.3
   14     1        361.8      19820.3     1706192.6
   13     1        348.8      20169.1     1790902.9
   12     1        479.2      20648.3     1914792.5
   11     1        338.1      20986.4     2009231.4
   10     1        321.5      21307.9     2105117.0
    9     1        304.1      21612.0     2202371.0
    8     1        285.8      21897.8     2300911.0
    7     1        532.9      22430.6     2502786.8
    6     1        223.3      22654.0     2604729.5
    5     1        198.6      22852.6     2707566.0
    4     1        505.1      23357.7     2999536.8
    3     1          0.0      23357.7     3156033.0
    2     1          0.0      23357.7     3247128.0
    1     1          0.0      23357.7     3338223.0

  +WYH
   46     1       -514.1       -514.1       -1902.3
   45     1       -623.9      -1138.0       -7080.2
   44     1       -566.3      -1704.4      -14238.5
   43     1       -557.5      -2261.9      -23738.4
   42     1       -548.7      -2810.5      -35542.6
   41     1       -539.8      -3350.3      -49614.0
   40     1       -530.9      -3881.2      -65915.2
   39     1       -522.0      -4403.2      -84408.6
   38     1       -513.0      -4916.2     -105056.6
   37     1       -503.9      -5420.1     -127821.1
   36     1       -495.0      -5915.1     -152664.6
   35     1       -486.0      -6401.1     -179549.2
   34     1       -681.3      -7082.3     -222043.3
   33     1       -927.7      -8010.1     -289327.8
   32     1       -445.5      -8455.6     -324841.1
   31     1       -436.3      -8891.8     -362186.7
   30     1       -427.0      -9318.8     -401325.6
   29     1       -417.7      -9736.4     -442218.7
   28     1       -408.3     -10144.7     -484826.6
   27     1       -398.8     -10543.5     -529109.5
   26     1       -389.4     -10933.0     -575027.9
   25     1       -379.9     -11312.9     -622542.0
   24     1       -370.3     -11683.2     -671611.5
   23     1       -515.3     -12198.5     -744802.5
   22     1       -693.7     -12892.2     -853096.9
   21     1       -327.2     -13219.4     -908618.4
   20     1       -317.3     -13536.6     -965472.3
   19     1       -307.2     -13843.9    -1023616.5
   18     1       -297.1     -14141.0    -1083008.6
   17     1       -286.9     -14427.9    -1143605.6
   16     1       -276.6     -14704.4    -1205364.3
   15     1       -266.1     -14970.5    -1268240.5
   14     1       -255.5     -15226.0    -1332189.9
   13     1       -244.8     -15470.8    -1397167.3
   12     1       -334.1     -15804.9    -1491996.6
   11     1       -233.5     -16038.4    -1564169.4
   10     1       -220.4     -16258.8    -1637333.8
    9     1       -206.9     -16465.6    -1711429.1
    8     1       -193.0     -16658.6    -1786392.9
    7     1       -357.2     -17015.8    -1939534.9
    6     1       -147.6     -17163.4    -2016770.1
    5     1       -130.5     -17293.9    -2094592.6
    4     1       -335.8     -17629.7    -2314963.3
    3     1          0.0     -17629.7    -2433082.0
    2     1          0.0     -17629.7    -2501837.8
    1     1          0.0     -17629.7    -2570593.5

   -WY
   46     1       -644.4       -644.4       -2384.5
   45     1       -782.7      -1427.1       -8877.8
   44     1       -711.3      -2138.4      -17859.2
   43     1       -701.1      -2839.6      -29785.3
   42     1       -691.0      -3530.5      -44613.5
   41     1       -680.8      -4211.3      -62301.0
   40     1       -670.7      -4882.0      -82805.6
   39     1       -660.6      -5542.7     -106084.9
   38     1       -650.6      -6193.3     -132096.7
   37     1       -640.5      -6833.8     -160798.8
   36     1       -630.5      -7464.3     -192149.0
   35     1       -620.5      -8084.8     -226105.2
   34     1       -872.0      -8956.9     -279846.3
   33     1      -1192.1     -10149.0     -365097.9
   32     1       -575.9     -10724.9     -410142.5
   31     1       -565.8     -11290.7     -457563.3
   30     1       -555.6     -11846.3     -507317.7
   29     1       -545.4     -12391.6     -559362.5
   28     1       -535.1     -12926.7     -613654.8
   27     1       -524.8     -13451.5     -670151.0
   26     1       -514.3     -13965.8     -728807.5
   25     1       -503.9     -14469.7     -789580.2
   24     1       -493.3     -14963.0     -852424.6
   23     1       -689.4     -15652.4     -946339.0
   22     1       -934.3     -16586.7    -1085667.1
   21     1       -445.1     -17031.7    -1157200.4
   20     1       -433.8     -17465.5    -1230555.6
   19     1       -422.3     -17887.9    -1305684.6
   18     1       -410.7     -18298.6    -1382538.6
   17     1       -398.8     -18697.4    -1461067.8
   16     1       -386.8     -19084.2    -1541221.3
   15     1       -374.4     -19458.6    -1622947.3
   14     1       -361.8     -19820.3    -1706192.6
   13     1       -348.8     -20169.1    -1790902.9
   12     1       -479.2     -20648.3    -1914792.5
   11     1       -338.1     -20986.4    -2009231.4
   10     1       -321.5     -21307.9    -2105117.0
    9     1       -304.1     -21612.0    -2202371.0
    8     1       -285.8     -21897.8    -2300911.0
    7     1       -532.9     -22430.6    -2502786.8
    6     1       -223.3     -22654.0    -2604729.5
    5     1       -198.6     -22852.6    -2707566.0
    4     1       -505.1     -23357.7    -2999536.8
    3     1          0.0     -23357.7    -3156033.0
    2     1          0.0     -23357.7    -3247128.0
    1     1          0.0     -23357.7    -3338223.0

  -WYH
   46     1       -514.1       -514.1       -1902.3
   45     1       -623.9      -1138.0       -7080.2
   44     1       -566.3      -1704.4      -14238.5
   43     1       -557.5      -2261.9      -23738.4
   42     1       -548.7      -2810.5      -35542.6
   41     1       -539.8      -3350.3      -49614.0
   40     1       -530.9      -3881.2      -65915.2
   39     1       -522.0      -4403.2      -84408.6
   38     1       -513.0      -4916.2     -105056.6
   37     1       -503.9      -5420.1     -127821.1
   36     1       -495.0      -5915.1     -152664.6
   35     1       -486.0      -6401.1     -179549.2
   34     1       -681.3      -7082.3     -222043.3
   33     1       -927.7      -8010.1     -289327.8
   32     1       -445.5      -8455.6     -324841.1
   31     1       -436.3      -8891.8     -362186.7
   30     1       -427.0      -9318.8     -401325.6
   29     1       -417.7      -9736.4     -442218.7
   28     1       -408.3     -10144.7     -484826.6
   27     1       -398.8     -10543.5     -529109.5
   26     1       -389.4     -10933.0     -575027.9
   25     1       -379.9     -11312.9     -622542.0
   24     1       -370.3     -11683.2     -671611.5
   23     1       -515.3     -12198.5     -744802.5
   22     1       -693.7     -12892.2     -853096.9
   21     1       -327.2     -13219.4     -908618.4
   20     1       -317.3     -13536.6     -965472.3
   19     1       -307.2     -13843.9    -1023616.5
   18     1       -297.1     -14141.0    -1083008.6
   17     1       -286.9     -14427.9    -1143605.6
   16     1       -276.6     -14704.4    -1205364.3
   15     1       -266.1     -14970.5    -1268240.5
   14     1       -255.5     -15226.0    -1332189.9
   13     1       -244.8     -15470.8    -1397167.3
   12     1       -334.1     -15804.9    -1491996.6
   11     1       -233.5     -16038.4    -1564169.4
   10     1       -220.4     -16258.8    -1637333.8
    9     1       -206.9     -16465.6    -1711429.1
    8     1       -193.0     -16658.6    -1786392.9
    7     1       -357.2     -17015.8    -1939534.9
    6     1       -147.6     -17163.4    -2016770.1
    5     1       -130.5     -17293.9    -2094592.6
    4     1       -335.8     -17629.7    -2314963.3
    3     1          0.0     -17629.7    -2433082.0
    2     1          0.0     -17629.7    -2501837.8
    1     1          0.0     -17629.7    -2570593.5


     **********************************************************
                      µØÕðÍâÁ¦¡¢²ã¼ôÁ¦¡¢Çã¸²Á¦¾ØÍ³¼Æ
     **********************************************************

  ²ãºÅ   ËþºÅ     ²ãÍâÁ¦F     ²ã¼ôÁ¦V     Çã¸²Á¦¾ØM

    EX
   46     1        943.8       1243.2        4599.7
   45     1        457.6       1748.6       12483.0
   44     1        933.4       2764.4       23625.9
   43     1        620.1       3405.1       37343.7
   42     1        605.9       3946.2       53118.6
   41     1        626.2       4435.7       70631.0
   40     1        646.0       4911.1       89757.2
   39     1        645.7       5385.1      110502.8
   38     1        627.3       5851.1      132918.4
   37     1        634.3       6322.0      157091.8
   36     1        618.0       6776.4      183045.6
   35     1        611.2       7212.6      210762.3
   34     1        730.0       7725.9      253360.0
   33     1        945.9       8352.5      318378.4
   32     1       1001.3       8934.1      353247.7
   31     1        650.8       9328.2      389639.6
   30     1        601.2       9689.5      427457.3
   29     1        590.8      10036.4      466654.9
   28     1        585.1      10366.3      507180.0
   27     1        588.0      10679.6      548974.2
   26     1        598.6      10979.8      591977.8
   25     1        610.4      11271.6      636135.6
   24     1        614.9      11558.6      681401.5
   23     1        734.9      11906.4      747936.3
   22     1        914.1      12323.5      844418.4
   21     1        979.1      12702.8      894116.4
   20     1        650.5      12965.0      944754.8
   19     1        611.3      13210.8      996282.1
   18     1        597.1      13448.1     1048672.4
   17     1        583.6      13672.4     1101897.1
   16     1        580.9      13880.9     1155921.9
   15     1        592.7      14075.2     1210707.6
   14     1        611.2      14260.0     1266214.4
   13     1        621.8      14439.8     1322404.6
   12     1        740.6      14657.3     1403810.4
   11     1        628.7      14825.3     1465636.0
   10     1        590.9      14972.8     1528103.5
    9     1        602.0      15105.7     1591165.0
    8     1        640.5      15231.5     1654772.6
    7     1       1046.6      15449.2     1783531.1
    6     1       1112.4      15691.7     1848609.6
    5     1        673.9      15879.9     1914172.1
    4     1        990.4      15292.0     1979193.6
    3     1          0.5      12312.7     1669769.1
    2     1          0.0      12312.7     1714389.8
    1     1          0.0      12312.7     1759189.4

    EY
   46     1       1006.7       1233.8        4565.1
   45     1        530.5       1840.1       12901.8
   44     1       1061.9       3040.5       25443.8
   43     1        677.6       3789.3       41084.5
   42     1        607.4       4402.7       59195.4
   41     1        581.5       4907.8       79243.9
   40     1        591.2       5338.6      100824.7
   39     1        616.4       5728.9      123670.2
   38     1        638.4       6105.1      147643.4
   37     1        675.7       6501.4      172744.7
   36     1        665.1       6904.6      199029.5
   35     1        647.4       7306.8      226559.0
   34     1        755.1       7786.7      268177.6
   33     1        964.3       8367.4      330839.6
   32     1       1028.5       8891.7      364043.4
   31     1        676.3       9244.2      398509.2
   30     1        634.3       9568.0      434192.1
   29     1        629.6       9882.4      471065.6
   28     1        623.6      10186.1      509100.8
   27     1        619.9      10477.8      548265.3
   26     1        621.3      10757.5      588522.4
   25     1        627.8      11027.0      629833.5
   24     1        636.2      11289.1      672161.8
   23     1        777.5      11606.6      734351.4
   22     1       1003.8      11994.4      824559.4
   21     1       1046.2      12353.2      870988.7
   20     1        683.6      12598.9      918288.6
   19     1        644.0      12825.6      966427.9
   18     1        645.5      13044.5     1015383.1
   17     1        652.1      13256.8     1065130.1
   16     1        659.7      13464.6     1115646.3
   15     1        663.2      13669.6     1166910.6
   14     1        659.1      13871.4     1218904.8
   13     1        648.1      14067.4     1271611.1
   12     1        768.9      14298.0     1348113.1
   11     1        696.2      14474.9     1406344.8
   10     1        699.9      14637.2     1465278.3
    9     1        742.7      14800.2     1524876.4
    8     1        783.4      14976.1     1585112.6
    7     1       1219.9      15298.1     1707530.8
    6     1       1158.1      15644.1     1769717.5
    5     1        665.6      15879.9     1832599.6
    4     1        933.6      15292.0     1891809.3
    3     1          0.5      13263.9     1720446.9
    2     1          0.0      13263.9     1767162.9
    1     1          0.0      13263.9     1814150.9


     **********************************************************
                           0.2V0µ÷ÕûÏµÊý
     **********************************************************

         ²ãºÅ£º4    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.222             1.467        2501.961        2085.023

     ----------------------------------------------------------------
         ²ãºÅ£º5    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.339             1.568        2283.724        1951.069

     ----------------------------------------------------------------
         ²ãºÅ£º6    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.392             1.824        2197.015        1676.344

     ----------------------------------------------------------------
         ²ãºÅ£º7    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              2.417             3.734        1265.332         819.010

     ----------------------------------------------------------------
         ²ãºÅ£º8    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.689             2.338        1810.268        1307.869

     ----------------------------------------------------------------
         ²ãºÅ£º9    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.573             2.040        1944.613        1499.253

     ----------------------------------------------------------------
         ²ãºÅ£º10    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.494             1.955        2047.091        1564.397

     ----------------------------------------------------------------
         ²ãºÅ£º11    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.774             2.140        1724.218        1429.180

     ----------------------------------------------------------------
         ²ãºÅ£º12    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.248             1.831        2450.986        1670.134

     ----------------------------------------------------------------
         ²ãºÅ£º13    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.207        3409.278        2534.158

     ----------------------------------------------------------------
         ²ãºÅ£º14    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.212             1.718        2522.586        1779.937

     ----------------------------------------------------------------
         ²ãºÅ£º15    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.137             1.560        2690.360        1960.083

     ----------------------------------------------------------------
         ²ãºÅ£º16    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.132             1.526        2700.596        2004.835

     ----------------------------------------------------------------
         ²ãºÅ£º17    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.118             1.490        2734.414        2052.154

     ----------------------------------------------------------------
         ²ãºÅ£º18    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.112             1.470        2749.564        2079.941

     ----------------------------------------------------------------
         ²ãºÅ£º19    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.084             1.399        2821.302        2186.035

     ----------------------------------------------------------------
         ²ãºÅ£º20    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.189             1.592        2571.525        1921.291

     ----------------------------------------------------------------
         ²ãºÅ£º21    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        4196.662        3580.278

     ----------------------------------------------------------------
         ²ãºÅ£º22    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.591             2.208        1921.923        1385.230

     ----------------------------------------------------------------
         ²ãºÅ£º23    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.322             1.699        2313.179        1800.156

     ----------------------------------------------------------------
         ²ãºÅ£º24    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        3979.790        3130.667

     ----------------------------------------------------------------
         ²ãºÅ£º25    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.153             1.467        2653.633        2084.971

     ----------------------------------------------------------------
         ²ãºÅ£º26    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.066             1.337        2868.340        2288.104

     ----------------------------------------------------------------
         ²ãºÅ£º27    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.092             1.356        2800.233        2255.462

     ----------------------------------------------------------------
         ²ãºÅ£º28    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.098             1.346        2786.226        2272.427

     ----------------------------------------------------------------
         ²ãºÅ£º29    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.111             1.350        2752.055        2265.714

     ----------------------------------------------------------------
         ²ãºÅ£º30    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.107             1.313        2761.795        2330.077

     ----------------------------------------------------------------
         ²ãºÅ£º31    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.227             1.477        2493.452        2071.352

     ----------------------------------------------------------------
         ²ãºÅ£º32    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        3978.769        3526.249

     ----------------------------------------------------------------
         ²ãºÅ£º33    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.786             2.277        1712.017        1343.273

     ----------------------------------------------------------------
         ²ãºÅ£º34    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.687             2.017        1813.113        1516.253

     ----------------------------------------------------------------
         ²ãºÅ£º35    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.078        3100.215        2836.376

     ----------------------------------------------------------------
         ²ãºÅ£º36    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.455             1.571        2101.987        1946.336

     ----------------------------------------------------------------
         ²ãºÅ£º37    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.432             1.484        2135.091        2060.828

     ----------------------------------------------------------------
         ²ãºÅ£º38    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.409             1.489        2170.546        2053.312

     ----------------------------------------------------------------
         ²ãºÅ£º39    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.487             1.509        2057.032        2026.415

     ----------------------------------------------------------------
         ²ãºÅ£º40    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.556             1.521        1966.088        2011.100

     ----------------------------------------------------------------
         ²ãºÅ£º41    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.639             1.538        1865.746        1988.211

     ----------------------------------------------------------------
         ²ãºÅ£º42    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.722             1.550        1776.085        1973.153

     ----------------------------------------------------------------
         ²ãºÅ£º43    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.886             1.598        1621.790        1914.036

     ----------------------------------------------------------------
         ²ãºÅ£º44    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.657             1.433        1846.192        2134.013

     ----------------------------------------------------------------
         ²ãºÅ£º45    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              2.315             1.736        1321.387        1761.715

     ----------------------------------------------------------------
         ²ãºÅ£º46    ËþºÅ£º1
         0.20Vox =3058.40     1.50Vxmax =6294.99
         0.20Voy =3058.40     1.50Vymax =5370.42

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              2.570             1.870        1189.833        1635.076

     ----------------------------------------------------------------
